-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 
Location: Latitude  53.885   Longitude 1.791 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2021,7,10,3,4.04,108.36
2021,7,10,4,4.19,108.6
2021,7,10,5,4.36,109.57
2021,7,10,6,4.44,112.14
2021,7,10,7,4.38,115.7
2021,7,10,8,4.23,118.69
2021,7,10,9,4.12,119.83
2021,7,10,10,4.09,120.38
2021,7,10,11,4.01,120.31
2021,7,10,12,3.91,116.31
2021,7,10,13,3.96,111.4
2021,7,10,14,4.1,109.02
2021,7,10,15,4.13,109.09
2021,7,10,16,4.16,110.58
2021,7,10,17,4.22,113.57
2021,7,10,18,4.26,117.08
2021,7,10,19,4.16,120.56
2021,7,10,20,3.95,125.1
2021,7,10,21,3.99,132.62
2021,7,10,22,4.15,136.6
2021,7,10,23,4.24,138.81
2021,7,11,0,4.44,138.57
2021,7,11,1,4.72,139.9
2021,7,11,2,4.61,143.89
2021,7,11,3,4.21,148.96
2021,7,11,4,3.95,152.93
2021,7,11,5,4.0,153.03
2021,7,11,6,4.33,148.29
2021,7,11,7,4.68,143.02
2021,7,11,8,4.87,140.08
2021,7,11,9,4.99,137.73
2021,7,11,10,5.31,133.09
2021,7,11,11,5.73,129.25
2021,7,11,12,6.14,128.12
2021,7,11,13,6.54,126.69
2021,7,11,14,6.94,123.85
2021,7,11,15,7.14,121.62
2021,7,11,16,7.2,119.37
2021,7,11,17,7.23,117.76
2021,7,11,18,7.21,118.7
2021,7,11,19,7.16,120.62
2021,7,11,20,7.04,119.38
2021,7,11,21,7.1,117.47
2021,7,11,22,7.2,117.59
2021,7,11,23,6.8,119.78
2021,7,12,0,6.14,121.73
2021,7,12,1,5.44,120.72
2021,7,12,2,4.81,118.52
2021,7,12,3,4.16,118.4
2021,7,12,4,3.53,121.68
2021,7,12,5,2.84,129.99
2021,7,12,6,2.33,146.47
2021,7,12,7,1.93,167.37
2021,7,12,8,1.35,193.39
2021,7,12,9,1.47,189.81
2021,7,12,10,2.59,171.14
2021,7,12,11,1.96,166.18
2021,7,12,12,1.21,159.57
2021,7,12,13,1.21,121.53
2021,7,12,14,1.72,99.93
2021,7,12,15,2.2,90.61
2021,7,12,16,2.65,91.18
2021,7,12,17,3.02,91.63
2021,7,12,18,3.24,91.66
2021,7,12,19,2.98,86.09
2021,7,12,20,2.53,72.18
2021,7,12,21,2.35,48.78
2021,7,12,22,2.74,27.15
2021,7,12,23,3.27,18.82
2021,7,13,0,3.6,18.59
2021,7,13,1,3.76,17.79
2021,7,13,2,4.03,10.96
2021,7,13,3,4.31,3.84
2021,7,13,4,4.32,358.14
2021,7,13,5,4.14,348.46
2021,7,13,6,4.57,336.85
2021,7,13,7,5.21,330.05
2021,7,13,8,5.75,327.71
2021,7,13,9,6.17,328.2
2021,7,13,10,6.41,328.46
2021,7,13,11,6.87,328.77
2021,7,13,12,7.18,329.39
2021,7,13,13,7.27,329.93
2021,7,13,14,7.5,329.8
2021,7,13,15,7.88,329.11
2021,7,13,16,8.18,329.07
2021,7,13,17,8.37,329.29
2021,7,13,18,8.51,329.17
2021,7,13,19,8.62,328.41
2021,7,13,20,8.69,326.74
2021,7,13,21,8.86,326.73
2021,7,13,22,8.93,328.97
2021,7,13,23,8.8,331.11
2021,7,14,0,8.51,331.98
2021,7,14,1,8.61,330.85
2021,7,14,2,8.81,329.41
2021,7,14,3,8.83,329.08
2021,7,14,4,9.09,329.29
2021,7,14,5,9.21,330.74
2021,7,14,6,9.2,332.43
2021,7,14,7,9.24,333.91
2021,7,14,8,9.31,333.48
2021,7,14,9,9.45,333.9
2021,7,14,10,9.57,332.81
2021,7,14,11,9.91,334.24
2021,7,14,12,10.11,335.53
2021,7,14,13,10.32,334.19
2021,7,14,14,10.68,333.79
2021,7,14,15,10.86,335.61
2021,7,14,16,10.66,336.65
2021,7,14,17,10.29,338.34
2021,7,14,18,9.87,338.94
2021,7,14,19,9.17,337.26
2021,7,14,20,8.77,337.14
2021,7,14,21,8.41,337.77
2021,7,14,22,8.02,337.48
2021,7,14,23,7.71,334.73
2021,7,15,0,7.62,331.33
2021,7,15,1,7.6,328.5
2021,7,15,2,7.54,327.13
2021,7,15,3,7.34,327.7
2021,7,15,4,7.26,328.02
2021,7,15,5,7.34,328.8
2021,7,15,6,7.4,331.7
2021,7,15,7,7.48,336.57
2021,7,15,8,7.69,342.38
2021,7,15,9,8.02,347.51
2021,7,15,10,8.37,351.57
2021,7,15,11,8.79,355.0
2021,7,15,12,9.2,356.98
2021,7,15,13,9.54,356.71
2021,7,15,14,10.09,356.45
2021,7,15,15,10.24,355.49
2021,7,15,16,10.44,356.22
2021,7,15,17,10.38,356.85
2021,7,15,18,10.04,356.43
2021,7,15,19,9.57,354.62
2021,7,15,20,9.23,352.71
2021,7,15,21,8.95,352.17
2021,7,15,22,8.62,351.97
2021,7,15,23,8.35,351.67
2021,7,16,0,8.28,351.65
2021,7,16,1,8.21,351.63
2021,7,16,2,8.1,351.06
2021,7,16,3,8.01,350.17
2021,7,16,4,7.84,349.66
2021,7,16,5,7.55,349.14
2021,7,16,6,7.28,347.48
2021,7,16,7,7.17,345.36
2021,7,16,8,7.11,344.05
2021,7,16,9,6.91,343.24
2021,7,16,10,6.68,342.01
2021,7,16,11,6.56,340.66
2021,7,16,12,6.45,339.81
2021,7,16,13,6.38,340.1
2021,7,16,14,6.33,341.27
2021,7,16,15,6.38,343.05
2021,7,16,16,6.45,345.34
2021,7,16,17,6.37,348.61
2021,7,16,18,6.08,352.98
2021,7,16,19,5.6,358.64
2021,7,16,20,5.0,5.02
2021,7,16,21,4.36,9.8
2021,7,16,22,3.74,10.84
2021,7,16,23,3.2,6.17
2021,7,17,0,2.92,353.54
2021,7,17,1,3.06,337.49
2021,7,17,2,3.58,324.78
2021,7,17,3,4.04,318.14
2021,7,17,4,4.17,313.86
2021,7,17,5,4.05,309.06
2021,7,17,6,3.87,302.73
2021,7,17,7,3.82,294.89
2021,7,17,8,4.04,288.26
2021,7,17,9,4.56,284.58
2021,7,17,10,5.11,284.33
2021,7,17,11,5.41,286.37
2021,7,17,12,5.43,288.36
2021,7,17,13,5.26,290.27
2021,7,17,14,4.95,292.15
2021,7,17,15,4.54,289.09
2021,7,17,16,4.17,279.48
2021,7,17,17,4.16,267.09
2021,7,17,18,4.58,257.1
2021,7,17,19,5.14,253.3
2021,7,17,20,5.54,255.38
2021,7,17,21,5.97,263.01
2021,7,17,22,6.35,274.73
2021,7,17,23,6.72,288.58
2021,7,18,0,7.19,304.02
2021,7,18,1,7.86,316.53
2021,7,18,2,8.3,323.0
2021,7,18,3,8.05,326.16
2021,7,18,4,7.41,326.31
2021,7,18,5,6.83,324.17
2021,7,18,6,6.37,321.18
2021,7,18,7,6.17,319.01
2021,7,18,8,5.94,318.68
2021,7,18,9,5.49,319.15
2021,7,18,10,5.29,322.81
2021,7,18,11,5.06,329.79
2021,7,18,12,4.64,338.97
2021,7,18,13,4.08,350.97
2021,7,18,14,3.55,7.58
2021,7,18,15,3.26,26.5
2021,7,18,16,3.22,44.51
2021,7,18,17,3.41,59.62
2021,7,18,18,3.72,72.67
2021,7,18,19,3.98,84.26
2021,7,18,20,4.16,92.8
2021,7,18,21,4.28,96.4
2021,7,18,22,4.32,96.23
2021,7,18,23,4.28,94.92
2021,7,19,0,4.13,93.9
2021,7,19,1,3.89,92.64
2021,7,19,2,3.66,91.96
2021,7,19,3,3.62,92.23
2021,7,19,4,3.74,93.83
2021,7,19,5,3.91,95.85
2021,7,19,6,4.11,95.89
2021,7,19,7,4.45,94.94
2021,7,19,8,4.87,95.71
2021,7,19,9,5.08,100.64
2021,7,19,10,5.05,109.05
2021,7,19,11,4.97,116.81
2021,7,19,12,4.93,122.71
2021,7,19,13,4.84,125.95
2021,7,19,14,4.84,126.67
2021,7,19,15,4.94,126.45
2021,7,19,16,5.05,127.01
2021,7,19,17,5.16,129.16
2021,7,19,18,5.29,132.72
2021,7,19,19,5.44,136.92
2021,7,19,20,5.58,141.54
2021,7,19,21,5.52,145.84
2021,7,19,22,5.43,149.93
2021,7,19,23,5.41,154.06
2021,7,20,0,5.42,158.35
2021,7,20,1,5.39,162.72
2021,7,20,2,5.21,166.11
2021,7,20,3,5.08,169.1
2021,7,20,4,5.0,169.74
2021,7,20,5,5.15,169.87
2021,7,20,6,5.32,171.05
2021,7,20,7,5.45,169.75
2021,7,20,8,5.6,168.0
2021,7,20,9,5.67,166.79
2021,7,20,10,5.73,166.04
2021,7,20,11,5.81,165.66
2021,7,20,12,5.84,164.89
2021,7,20,13,5.84,162.56
2021,7,20,14,5.83,159.21
2021,7,20,15,5.77,156.87
2021,7,20,16,5.62,156.22
2021,7,20,17,5.37,156.53
2021,7,20,18,5.03,156.46
2021,7,20,19,4.65,156.32
2021,7,20,20,4.31,157.43
2021,7,20,21,4.02,156.87
2021,7,20,22,3.74,154.4
2021,7,20,23,3.48,152.57
2021,7,21,0,3.23,152.01
2021,7,21,1,2.98,152.56
2021,7,21,2,2.71,152.7
2021,7,21,3,2.24,153.97
2021,7,21,4,1.67,153.32
2021,7,21,5,1.18,144.42
2021,7,21,6,0.88,122.98
2021,7,21,7,0.79,95.65
2021,7,21,8,0.83,75.31
2021,7,21,9,1.02,59.71
2021,7,21,10,1.37,47.77
2021,7,21,11,1.85,41.57
2021,7,21,12,2.38,38.34
2021,7,21,13,2.92,36.2
2021,7,21,14,3.44,34.27
2021,7,21,15,3.81,34.38
2021,7,21,16,4.01,36.6
2021,7,21,17,4.05,40.15
2021,7,21,18,3.94,44.44
2021,7,21,19,3.74,48.89
2021,7,21,20,3.42,53.44
2021,7,21,21,2.95,58.07
2021,7,21,22,2.46,62.95
2021,7,21,23,2.0,65.54
2021,7,22,0,1.64,63.07
2021,7,22,1,1.41,56.05
2021,7,22,2,1.31,45.0
2021,7,22,3,1.3,34.94
2021,7,22,4,1.25,29.92
2021,7,22,5,1.15,27.96
2021,7,22,6,1.01,28.15
2021,7,22,7,0.89,27.69
2021,7,22,8,0.82,26.57
2021,7,22,9,0.82,25.35
2021,7,22,10,0.87,20.56
2021,7,22,11,0.99,15.57
2021,7,22,12,1.19,15.58
2021,7,22,13,1.43,20.52
2021,7,22,14,1.68,26.8
2021,7,22,15,2.01,31.84
2021,7,22,16,2.39,35.97
2021,7,22,17,2.65,39.85
2021,7,22,18,2.75,42.35
2021,7,22,19,2.79,43.07
2021,7,22,20,2.75,42.7
2021,7,22,21,2.57,39.83
2021,7,22,22,2.35,33.48
2021,7,22,23,2.21,23.3
2021,7,23,0,2.21,9.96
2021,7,23,1,2.46,357.64
2021,7,23,2,2.88,351.28
2021,7,23,3,3.18,346.78
2021,7,23,4,3.3,345.04
2021,7,23,5,3.27,347.43
2021,7,23,6,3.04,352.47
2021,7,23,7,2.62,356.41
2021,7,23,8,2.07,356.98
2021,7,23,9,1.81,358.52
2021,7,23,10,1.9,4.96
2021,7,23,11,2.13,12.05
2021,7,23,12,2.42,19.19
2021,7,23,13,2.71,26.93
2021,7,23,14,2.94,35.25
2021,7,23,15,3.17,43.3
2021,7,23,16,3.5,48.71
2021,7,23,17,4.18,50.99
2021,7,23,18,5.47,50.92
2021,7,23,19,6.06,58.17
2021,7,23,20,5.28,76.58
2021,7,23,21,4.85,82.78
2021,7,23,22,4.7,76.63
2021,7,23,23,4.76,70.23
2021,7,24,0,4.76,68.83
2021,7,24,1,5.0,67.77
2021,7,24,2,5.56,65.78
2021,7,24,3,6.18,64.37
2021,7,24,4,6.86,60.22
2021,7,24,5,7.51,58.95
2021,7,24,6,7.16,77.84
2021,7,24,7,6.67,91.88
2021,7,24,8,6.13,82.83
2021,7,24,9,5.93,77.28
2021,7,24,10,5.78,69.51
2021,7,24,11,6.0,61.87
2021,7,24,12,6.43,58.57
2021,7,24,13,6.69,59.99
2021,7,24,14,6.75,62.57
2021,7,24,15,6.6,63.74
2021,7,24,16,6.39,63.56
2021,7,24,17,6.15,61.45
2021,7,24,18,5.94,57.25
2021,7,24,19,5.83,52.41
2021,7,24,20,5.8,47.57
2021,7,24,21,6.02,43.63
2021,7,24,22,6.22,43.63
2021,7,24,23,6.19,43.87
2021,7,25,0,5.92,43.18
2021,7,25,1,5.54,39.22
2021,7,25,2,5.42,34.13
2021,7,25,3,5.44,30.84
2021,7,25,4,5.42,26.9
2021,7,25,5,5.39,22.03
2021,7,25,6,5.42,13.6
2021,7,25,7,5.58,4.18
2021,7,25,8,5.71,359.37
2021,7,25,9,5.95,355.33
2021,7,25,10,6.1,353.01
2021,7,25,11,6.09,349.89
2021,7,25,12,5.88,348.2
2021,7,25,13,5.38,346.65
2021,7,25,14,4.7,343.67
2021,7,25,15,4.24,336.65
2021,7,25,16,4.09,328.98
2021,7,25,17,3.93,322.92
2021,7,25,18,3.68,318.09
2021,7,25,19,3.39,314.53
2021,7,25,20,3.1,310.4
2021,7,25,21,2.93,302.38
2021,7,25,22,2.98,289.91
2021,7,25,23,3.23,279.62
2021,7,26,0,3.47,273.62
2021,7,26,1,3.6,270.37
2021,7,26,2,3.68,268.91
2021,7,26,3,3.7,270.0
2021,7,26,4,3.74,273.47
2021,7,26,5,3.76,276.21
2021,7,26,6,3.61,276.96
2021,7,26,7,3.35,276.98
2021,7,26,8,3.03,277.4
2021,7,26,9,2.85,277.57
2021,7,26,10,2.86,278.15
2021,7,26,11,2.86,278.97
2021,7,26,12,2.62,279.43
2021,7,26,13,2.04,278.81
2021,7,26,14,1.22,274.03
2021,7,26,15,0.5,233.31
2021,7,26,16,0.86,155.3
2021,7,26,17,1.7,140.03
2021,7,26,18,2.63,136.93
2021,7,26,19,3.56,139.28
2021,7,26,20,4.36,145.29
2021,7,26,21,5.01,153.32
2021,7,26,22,5.58,162.15
2021,7,26,23,6.01,170.19
2021,7,27,0,6.19,175.51
2021,7,27,1,6.11,177.21
2021,7,27,2,5.89,176.04
2021,7,27,3,5.7,173.3
2021,7,27,4,5.59,169.05
2021,7,27,5,5.7,163.93
2021,7,27,6,5.87,159.83
2021,7,27,7,6.03,156.63
2021,7,27,8,6.17,155.22
2021,7,27,9,6.07,156.67
2021,7,27,10,5.7,159.73
2021,7,27,11,5.16,164.81
2021,7,27,12,4.51,171.93
2021,7,27,13,3.85,183.03
2021,7,27,14,3.43,201.78
2021,7,27,15,3.46,218.03
2021,7,27,16,3.72,224.91
2021,7,27,17,4.03,226.57
2021,7,27,18,4.39,223.77
2021,7,27,19,4.72,215.98
2021,7,27,20,5.23,205.46
2021,7,27,21,5.86,201.09
2021,7,27,22,6.26,200.67
2021,7,27,23,6.36,201.46
2021,7,28,0,6.15,202.72
2021,7,28,1,5.86,205.61
2021,7,28,2,5.61,208.17
2021,7,28,3,5.47,208.69
2021,7,28,4,5.57,208.11
2021,7,28,5,5.76,206.57
2021,7,28,6,6.01,206.0
2021,7,28,7,6.16,209.88
2021,7,28,8,6.37,218.88
2021,7,28,9,6.89,230.06
2021,7,28,10,7.63,241.1
2021,7,28,11,7.89,244.25
2021,7,28,12,7.77,238.28
2021,7,28,13,7.9,229.53
2021,7,28,14,8.29,225.08
2021,7,28,15,8.1,223.05
2021,7,28,16,7.37,220.05
2021,7,28,17,6.83,215.93
2021,7,28,18,6.75,213.76
2021,7,28,19,7.28,216.88
2021,7,28,20,8.66,229.24
2021,7,28,21,9.87,241.39
2021,7,28,22,10.47,245.35
2021,7,28,23,11.71,245.61
2021,7,29,0,12.44,245.03
2021,7,29,1,12.73,246.08
2021,7,29,2,12.95,249.93
2021,7,29,3,13.16,254.86
2021,7,29,4,13.18,259.28
2021,7,29,5,13.01,260.88
2021,7,29,6,12.98,258.86
2021,7,29,7,13.2,255.78
2021,7,29,8,13.47,252.69
2021,7,29,9,13.53,249.3
2021,7,29,10,13.4,246.27
2021,7,29,11,12.81,244.19
2021,7,29,12,12.2,243.17
2021,7,29,13,12.26,244.64
2021,7,29,14,11.98,246.23
2021,7,29,15,11.56,247.59
2021,7,29,16,11.36,249.22
2021,7,29,17,11.23,251.3
2021,7,29,18,11.02,253.27
2021,7,29,19,10.73,254.63
2021,7,29,20,10.47,254.68
2021,7,29,21,9.91,253.28
2021,7,29,22,9.66,254.14
2021,7,29,23,9.06,254.75
2021,7,30,0,8.19,252.34
2021,7,30,1,7.39,247.45
2021,7,30,2,6.53,241.47
2021,7,30,3,5.66,234.73
2021,7,30,4,5.05,226.13
2021,7,30,5,4.44,214.39
2021,7,30,6,3.93,195.69
2021,7,30,7,4.09,172.98
2021,7,30,8,4.79,156.45
2021,7,30,9,5.77,147.49
2021,7,30,10,6.6,138.12
2021,7,30,11,7.45,129.55
2021,7,30,12,8.12,128.63
2021,7,30,13,8.2,131.29
2021,7,30,14,8.2,134.15
2021,7,30,15,8.05,135.43
2021,7,30,16,7.49,133.86
2021,7,30,17,6.62,128.39
2021,7,30,18,5.18,113.47
2021,7,30,19,4.09,81.65
2021,7,30,20,4.44,43.01
2021,7,30,21,5.59,17.5
2021,7,30,22,6.56,1.37
2021,7,30,23,7.35,348.67
2021,7,31,0,8.1,339.15
2021,7,31,1,8.72,333.16
2021,7,31,2,8.97,327.74
2021,7,31,3,8.84,322.04
2021,7,31,4,8.55,315.33
2021,7,31,5,8.44,309.1
2021,7,31,6,8.42,303.42
2021,7,31,7,8.79,298.39
2021,7,31,8,9.15,295.93
2021,7,31,9,9.07,294.38
2021,7,31,10,8.66,292.49
2021,7,31,11,8.04,291.25
2021,7,31,12,7.31,291.36
2021,7,31,13,6.5,293.58
2021,7,31,14,5.69,297.9
2021,7,31,15,4.99,303.52
2021,7,31,16,4.55,309.07
2021,7,31,17,4.24,314.33
2021,7,31,18,4.0,318.96
2021,7,31,19,3.71,322.62
2021,7,31,20,3.43,324.64
2021,7,31,21,3.48,326.74
2021,7,31,22,3.82,329.56
2021,7,31,23,4.22,332.58
2021,8,1,0,4.72,335.98
2021,8,1,1,5.28,338.64
2021,8,1,2,5.67,340.59
2021,8,1,3,5.71,341.24
2021,8,1,4,5.69,339.57
2021,8,1,5,5.77,336.14
2021,8,1,6,5.94,332.93
2021,8,1,7,6.06,330.99
2021,8,1,8,6.13,330.0
2021,8,1,9,6.29,329.61
2021,8,1,10,6.49,330.44
2021,8,1,11,6.64,331.14
2021,8,1,12,6.79,332.02
2021,8,1,13,6.96,333.75
2021,8,1,14,7.02,335.2
2021,8,1,15,6.94,335.4
2021,8,1,16,6.92,334.39
2021,8,1,17,7.03,332.69
2021,8,1,18,7.19,330.93
2021,8,1,19,7.24,329.81
2021,8,1,20,7.22,328.36
2021,8,1,21,7.14,327.37
2021,8,1,22,7.0,326.38
2021,8,1,23,6.82,324.98
2021,8,2,0,6.65,323.94
2021,8,2,1,6.6,323.71
2021,8,2,2,6.6,324.39
2021,8,2,3,6.57,324.14
2021,8,2,4,6.48,323.82
2021,8,2,5,6.3,323.88
2021,8,2,6,5.97,323.9
2021,8,2,7,5.47,323.31
2021,8,2,8,4.98,321.44
2021,8,2,9,4.57,318.74
2021,8,2,10,4.17,315.23
2021,8,2,11,3.86,310.98
2021,8,2,12,3.63,307.39
2021,8,2,13,3.31,305.79
2021,8,2,14,2.82,305.41
2021,8,2,15,2.2,306.18
2021,8,2,16,1.44,305.94
2021,8,2,17,0.62,298.84
2021,8,2,18,0.32,174.43
2021,8,2,19,1.14,152.73
2021,8,2,20,1.95,155.9
2021,8,2,21,2.68,161.14
2021,8,2,22,3.28,168.18
2021,8,2,23,3.76,176.42
2021,8,3,0,4.11,184.25
2021,8,3,1,4.37,190.19
2021,8,3,2,4.45,193.7
2021,8,3,3,4.34,194.59
2021,8,3,4,4.09,192.81
2021,8,3,5,3.85,189.12
2021,8,3,6,3.74,185.03
2021,8,3,7,3.82,181.52
2021,8,3,8,4.02,179.78
2021,8,3,9,4.27,179.37
2021,8,3,10,4.4,180.81
2021,8,3,11,4.34,183.82
2021,8,3,12,4.06,186.85
2021,8,3,13,3.61,187.46
2021,8,3,14,3.24,183.18
2021,8,3,15,3.33,174.48
2021,8,3,16,3.79,165.3
2021,8,3,17,4.43,158.82
2021,8,3,18,5.13,156.56
2021,8,3,19,5.74,157.27
2021,8,3,20,6.21,159.67
2021,8,3,21,6.37,162.3
2021,8,3,22,6.15,164.07
2021,8,3,23,5.82,166.17
2021,8,4,0,5.45,168.09
2021,8,4,1,5.09,169.29
2021,8,4,2,4.78,170.12
2021,8,4,3,4.56,171.23
2021,8,4,4,4.39,171.39
2021,8,4,5,4.22,170.4
2021,8,4,6,4.05,167.97
2021,8,4,7,3.95,163.57
2021,8,4,8,3.99,158.05
2021,8,4,9,4.12,152.56
2021,8,4,10,4.33,147.37
2021,8,4,11,4.61,143.4
2021,8,4,12,4.65,141.61
2021,8,4,13,4.54,140.45
2021,8,4,14,4.58,137.69
2021,8,4,15,4.9,133.71
2021,8,4,16,5.46,129.77
2021,8,4,17,6.05,127.49
2021,8,4,18,6.42,127.19
2021,8,4,19,6.74,128.22
2021,8,4,20,7.01,129.94
2021,8,4,21,7.19,131.17
2021,8,4,22,7.28,132.3
2021,8,4,23,7.24,133.6
2021,8,5,0,7.1,134.55
2021,8,5,1,7.01,135.14
2021,8,5,2,6.93,135.96
2021,8,5,3,6.86,137.59
2021,8,5,4,6.83,138.8
2021,8,5,5,6.9,137.62
2021,8,5,6,7.11,136.69
2021,8,5,7,7.31,136.91
2021,8,5,8,7.46,137.59
2021,8,5,9,7.65,138.81
2021,8,5,10,7.85,139.03
2021,8,5,11,8.07,137.67
2021,8,5,12,8.44,135.26
2021,8,5,13,8.95,132.77
2021,8,5,14,9.49,130.96
2021,8,5,15,9.99,130.65
2021,8,5,16,10.29,130.94
2021,8,5,17,10.6,131.71
2021,8,5,18,10.68,131.26
2021,8,5,19,10.58,128.1
2021,8,5,20,10.68,126.02
2021,8,5,21,11.12,125.36
2021,8,5,22,12.08,127.72
2021,8,5,23,12.33,128.26
2021,8,6,0,12.21,127.41
2021,8,6,1,12.07,129.38
2021,8,6,2,11.89,138.12
2021,8,6,3,11.15,150.78
2021,8,6,4,9.77,166.87
2021,8,6,5,8.91,180.5
2021,8,6,6,8.39,185.77
2021,8,6,7,8.26,183.36
2021,8,6,8,8.11,176.91
2021,8,6,9,8.21,170.25
2021,8,6,10,8.44,166.57
2021,8,6,11,8.58,165.77
2021,8,6,12,8.59,169.78
2021,8,6,13,8.78,178.67
2021,8,6,14,9.2,191.31
2021,8,6,15,9.36,202.63
2021,8,6,16,9.19,210.73
2021,8,6,17,8.96,213.26
2021,8,6,18,8.82,211.16
2021,8,6,19,8.98,207.01
2021,8,6,20,9.82,208.4
2021,8,6,21,10.3,211.51
2021,8,6,22,10.2,210.77
2021,8,6,23,10.06,210.31
2021,8,7,0,9.74,209.55
2021,8,7,1,9.6,211.7
2021,8,7,2,9.53,213.53
2021,8,7,3,9.34,211.76
2021,8,7,4,9.18,207.89
2021,8,7,5,9.25,203.82
2021,8,7,6,9.4,199.71
2021,8,7,7,9.51,195.59
2021,8,7,8,9.49,191.2
2021,8,7,9,9.47,186.06
2021,8,7,10,9.4,180.81
2021,8,7,11,9.39,174.51
2021,8,7,12,9.64,168.03
2021,8,7,13,9.79,162.55
2021,8,7,14,9.81,157.66
2021,8,7,15,9.78,154.95
2021,8,7,16,9.73,155.41
2021,8,7,17,9.43,158.98
2021,8,7,18,8.8,163.24
2021,8,7,19,8.3,168.27
2021,8,7,20,7.76,175.04
2021,8,7,21,7.55,184.75
2021,8,7,22,7.48,197.01
2021,8,7,23,7.33,209.13
2021,8,8,0,7.53,220.63
2021,8,8,1,8.22,228.12
2021,8,8,2,9.38,231.36
2021,8,8,3,10.51,229.8
2021,8,8,4,11.31,224.89
2021,8,8,5,12.14,219.59
2021,8,8,6,12.75,216.28
2021,8,8,7,13.06,214.76
2021,8,8,8,13.12,214.52
2021,8,8,9,12.99,213.92
2021,8,8,10,12.69,213.93
2021,8,8,11,12.54,215.01
2021,8,8,12,12.1,214.61
2021,8,8,13,11.53,213.89
2021,8,8,14,11.4,215.09
2021,8,8,15,11.6,219.12
2021,8,8,16,11.63,223.94
2021,8,8,17,12.24,232.34
2021,8,8,18,12.02,235.6
2021,8,8,19,11.63,235.98
2021,8,8,20,11.62,237.74
2021,8,8,21,11.64,239.1
2021,8,8,22,11.91,240.41
2021,8,8,23,11.85,240.19
2021,8,9,0,11.38,237.76
2021,8,9,1,10.85,234.32
2021,8,9,2,10.49,231.38
2021,8,9,3,10.1,229.67
2021,8,9,4,9.48,227.17
2021,8,9,5,9.07,224.23
2021,8,9,6,8.7,220.6
2021,8,9,7,8.3,217.04
2021,8,9,8,7.95,213.21
2021,8,9,9,7.63,209.42
2021,8,9,10,7.31,206.76
2021,8,9,11,6.83,205.19
2021,8,9,12,6.25,203.72
2021,8,9,13,5.85,200.81
2021,8,9,14,5.66,198.11
2021,8,9,15,5.72,195.86
2021,8,9,16,5.9,194.57
2021,8,9,17,6.07,193.48
2021,8,9,18,6.23,196.16
2021,8,9,19,6.28,202.67
2021,8,9,20,6.36,212.46
2021,8,9,21,6.49,224.12
2021,8,9,22,6.63,234.89
2021,8,9,23,6.69,244.03
2021,8,10,0,6.65,251.57
2021,8,10,1,6.41,256.12
2021,8,10,2,6.13,256.14
2021,8,10,3,5.72,252.75
2021,8,10,4,5.48,247.53
2021,8,10,5,5.51,241.73
2021,8,10,6,5.48,236.22
2021,8,10,7,5.5,232.33
2021,8,10,8,5.67,231.49
2021,8,10,9,5.82,232.19
2021,8,10,10,5.83,232.9
2021,8,10,11,5.54,233.19
2021,8,10,12,5.08,233.32
2021,8,10,13,4.47,231.25
2021,8,10,14,3.78,225.59
2021,8,10,15,3.4,215.66
2021,8,10,16,3.28,204.92
2021,8,10,17,3.3,196.93
2021,8,10,18,3.38,192.56
2021,8,10,19,3.41,190.82
2021,8,10,20,3.43,191.95
2021,8,10,21,3.33,194.56
2021,8,10,22,3.1,200.81
2021,8,10,23,2.83,212.24
2021,8,11,0,2.57,227.22
2021,8,11,1,2.37,244.87
2021,8,11,2,2.47,260.9
2021,8,11,3,2.5,273.58
2021,8,11,4,2.36,280.86
2021,8,11,5,1.88,277.89
2021,8,11,6,1.25,259.95
2021,8,11,7,0.97,216.13
2021,8,11,8,1.49,185.41
2021,8,11,9,2.18,181.03
2021,8,11,10,2.78,177.58
2021,8,11,11,3.3,178.64
2021,8,11,12,3.81,182.12
2021,8,11,13,4.26,185.57
2021,8,11,14,4.65,188.01
2021,8,11,15,5.06,185.68
2021,8,11,16,5.56,179.44
2021,8,11,17,6.44,173.1
2021,8,11,18,7.54,170.46
2021,8,11,19,8.47,171.25
2021,8,11,20,8.91,175.57
2021,8,11,21,9.02,182.43
2021,8,11,22,9.11,191.47
2021,8,11,23,8.92,201.74
2021,8,12,0,8.47,215.16
2021,8,12,1,7.96,228.06
2021,8,12,2,7.31,234.88
2021,8,12,3,6.65,236.01
2021,8,12,4,6.11,232.38
2021,8,12,5,5.87,227.75
2021,8,12,6,5.66,223.99
2021,8,12,7,5.44,220.98
2021,8,12,8,5.35,217.34
2021,8,12,9,5.56,213.13
2021,8,12,10,5.92,210.9
2021,8,12,11,6.15,208.52
2021,8,12,12,6.2,204.98
2021,8,12,13,6.05,199.86
2021,8,12,14,5.9,191.7
2021,8,12,15,6.43,182.44
2021,8,12,16,7.58,180.41
2021,8,12,17,8.63,188.17
